"Id","Value","DisplayName","Description"
"06a5fe6d-c49d-46a7-b082-56b1b14103c7","DeviceManagementServiceConfig.Read.All","Read Microsoft Intune configuration","Allows the app to read Microsoft Intune service properties including device enrollment and third party service connection configuration, without a signed-in user."
"5ac13192-7ace-4fcf-b828-1a26f28068ee","DeviceManagementServiceConfig.ReadWrite.All","Read and write Microsoft Intune configuration","Allows the app to read and write Microsoft Intune service properties including device enrollment and third party service connection configuration, without a signed-in user."
"abf6441f-0772-4932-96e7-0191478dd73a","DeviceTemplate.Create","Create device template","Allows the app to create device templates. The app is marked as owner of the created device template. As a member of owners, the app will be allowed to manage devices created from the template."
"dd9febb5-0c6d-419f-b256-3afe12c6adeb","DeviceTemplate.Read.All","Read all device templates","Allows the app to read all device templates, without a signed-in user."
"9fadb66e-6421-4744-aede-4ab6fb98a884","DeviceTemplate.ReadWrite.All","Read and write all device templates","Allows the app to create, read, update and delete any device template, without a signed-in user. It also allows the app to add or remove owners on any device template."
"7ab1d382-f21e-4acd-a863-ba3e13f7da61","Directory.Read.All","Read directory data","Allows the app to read data in your organization's directory, such as users, groups and apps, without a signed-in user."
"19dbc75e-c2e2-444c-a770-ec69d8559fc7","Directory.ReadWrite.All","Read and write directory data","Allows the app to read and write data in your organization's directory, such as users, and groups, without a signed-in user.  Does not allow user or group deletion."
"ae73097b-cb2a-4447-b064-5d80f6093921","DirectoryRecommendations.Read.All","Read all Azure AD recommendations","Allows the app to read all Azure AD recommendations, without a signed-in user."
"0e9eea12-4f01-45f6-9b8d-3ea4c8144158","DirectoryRecommendations.ReadWrite.All","Read and update all Azure AD recommendations","Allows the app to read and update all Azure AD recommendations, without a signed-in user."
"dbb9058a-0e50-45d7-ae91-66909b5d4664","Domain.Read.All","Read domains","Allows the app to read all domain properties without a signed-in user."
"7e05723c-0bb0-42da-be95-ae9f08a6e53c","Domain.ReadWrite.All","Read and write domains","Allows the app to read and write all domain properties without a signed in user.  Also allows the app to add,  verify and remove domains."
"50180013-6191-4d1e-a373-e590ff4e66af","eDiscovery.Read.All","Read all eDiscovery objects","Allows the app to read eDiscovery objects such as cases, custodians, review sets and other related objects without a signed-in user."
"b2620db1-3bf7-4c5b-9cb9-576d29eac736","eDiscovery.ReadWrite.All","Read and write all eDiscovery objects","Allows the app to read and write eDiscovery objects such as cases, custodians, review sets and other related objects without a signed-in user."
"7c9db06a-ec2d-4e7b-a592-5a1e30992566","EduAdministration.Read.All","Read Education app settings","Read the state and settings of all Microsoft education apps."
"9bc431c3-b8bc-4a8d-a219-40f10f92eff6","EduAdministration.ReadWrite.All","Manage education app settings","Manage the state and settings of all Microsoft education apps."
"4c37e1b6-35a1-43bf-926a-6f30f2cdf585","EduAssignments.Read.All","Read all class assignments with grades","Allows the app to read all class assignments with grades for all users without a signed-in user."
"6e0a958b-b7fc-4348-b7c4-a6ab9fd3dd0e","EduAssignments.ReadBasic.All","Read all class assignments without grades","Allows the app to read all class assignments without grades for all users without a signed-in user."
"0d22204b-6cad-4dd0-8362-3e3f2ae699d9","EduAssignments.ReadWrite.All","Create, read, update and delete all class assignments with grades","Allows the app to create, read, update and delete all class assignments with grades for all users without a signed-in user."
"f431cc63-a2de-48c4-8054-a34bc093af84","EduAssignments.ReadWriteBasic.All","Create, read, update and delete all class assignments without grades","Allows the app to create, read, update and delete all class assignments without grades for all users without a signed-in user."
"6cdb464c-3a03-40f8-900b-4cb7ea1da9c0","EduCurricula.Read.All","Read all class modules and resources","Allows the app to read all modules and resources, without a signed-in user."
"6a0c2318-d59d-4c7d-bf2e-5f3902dc2593","EduCurricula.ReadWrite.All","Read and write all class modules and resources","Allows the app to read and write all modules and resources, without a signed-in user."
"ad248c30-1919-40c8-b3d2-304481894e88","EduReports-Reading.Read.All","Read all tenant reading assignments submissions data","Allows the app to read all tenant users reading assignments submissions data without a signed-in user."
"040330d7-be7e-4130-b349-a6eb3a56e2f8","EduReports-Reading.ReadAnonymous.All","Read all tenant reading assignments submissions data","Allows the app to read all tenant users reading assignments submissions data (excludes student-identifying information) without a signed-in user."
"c5debf73-bdc8-473d-bf07-f4074ad05f71","EduReports-Reflect.Read.All","Read all tenant reflect check-ins submissions data","Allows the app to read all tenant users reflect check-ins submissions data without a signed-in user."
"f5d05dba-7ef0-46fc-b62c-a7282555f428","EduReports-Reflect.ReadAnonymous.All","Read all tenant reflect check-ins submissions data","Allows the app to read all tenant users reflect check-ins submissions data (excludes responder-identifying information) without a signed-in user."
"e0ac9e1b-cb65-4fc5-87c5-1a8bc181f648","EduRoster.Read.All","Read the organization's roster","Allows the app to read the structure of schools and classes in the organization's roster and education-specific information about all users to be read."
"0d412a8c-a06c-439f-b3ec-8abcf54d2f96","EduRoster.ReadBasic.All","Read a limited subset of the organization's roster","Allows the app to read a limited subset of properties from both the structure of schools and classes in the organization's roster and education-specific information about all users. Includes name, status, role, email address and photo."
"d1808e82-ce13-47af-ae0d-f9b254e6d58a","EduRoster.ReadWrite.All","Read and write the organization's roster","Allows the app to read and write the structure of schools and classes in the organization's roster and education-specific information about all users to be read and written."
"e1d2136d-eaaf-427a-a7db-f97dbe847c27","EngagementConversation.Migration.All","Read and write all Viva Engage conversations","Allows the app to create Viva Engage conversations without a signed-in user."
"d746beae-b46e-446e-924a-5b805a5c4467","EngagementMeetingConversation.Read.All","Read all Viva Engage Teams QA conversations","Allows the app to list Viva Engage Teams QA conversations, and to read their properties without a signed-in user."
"30614864-4114-45ef-bdd9-0dd7894a1cc4","EngagementRole.Read.All","Read all Viva Engage roles and role memberships","Allows the app to list all Viva Engage roles and role memberships without a signed-in user."
"3ede5358-7366-4da8-a2f7-472bf9c7cc34","EngagementRole.ReadWrite.All","Modify Viva Engage role membership","Allows the app to assign Viva Engage role to a user, and remove a Viva Engage role from a user without a signed-in user."
"c74fd47d-ed3c-45c3-9a9e-b8676de685d2","EntitlementManagement.Read.All","Read all entitlement management resources","Allows the app to read access packages and related entitlement management resources without a signed-in user."
"9acd699f-1e81-4958-b001-93b1d2506e19","EntitlementManagement.ReadWrite.All","Read and write all entitlement management resources","Allows the app to read and write access packages and related entitlement management resources without a signed-in user."
"b7f6385c-6ce6-4639-a480-e23c42ed9784","EventListener.Read.All","Read all authentication event listeners","Allows the app to read your organization's authentication event listeners without a signed-in user."
"0edf5e9e-4ce8-468a-8432-d08631d18c43","EventListener.ReadWrite.All","Read and write all authentication event listeners","Allows the app to read or write your organization's authentication event listeners without a signed-in user."
"1914711b-a1cb-4793-b019-c2ce0ed21b8c","ExternalConnection.Read.All","Read all external connections","Allows the app to read all external connections without a signed-in user."
"34c37bc0-2b40-4d5e-85e1-2365cd256d79","ExternalConnection.ReadWrite.All","Read and write all external connections","Allows the app to read and write all external connections without a signed-in user."
"f431331c-49a6-499f-be1c-62af19c34a9d","ExternalConnection.ReadWrite.OwnedBy","Read and write external connections","Allows the app to read and write external connections without a signed-in user. The app can only read and write external connections that it is authorized to, or it can create new external connections."
"7a7cffad-37d2-4f48-afa4-c6ab129adcc2","ExternalItem.Read.All","Read all external items","Allows the app to read all external items without a signed-in user."
"38c3d6ee-69ee-422f-b954-e17819665354","ExternalItem.ReadWrite.All","Read and write items in external datasets","Allow the app to read or write items in all external datasets that the app is authorized to access"
"8116ae0f-55c2-452d-9944-d18420f5b2c8","ExternalItem.ReadWrite.OwnedBy","Read and write external items","Allows the app to read and write external items without a signed-in user. The app can only read external items of the connection that it is authorized to."
"1987d7a0-d602-4262-ab90-cfdd43b37545","ExternalUserProfile.Read.All","Read all external user profiles","Allows the app to read available properties of external user profiles, without a signed-in user."
"761327c9-d819-4c08-9a5f-874cd2826608","ExternalUserProfile.ReadWrite.All","Read and write all external user profiles","Allows the app to read and write available properties of external user profiles, without a signed-in user."
"65891b00-2fd9-4e33-be27-04a53132e3df","FileIngestion.Ingest","Ingest SharePoint and OneDrive content to make it available in the search index","Allows the app to ingest SharePoint and OneDrive content to make it available in the search index, without a signed-in user."
"766c601b-c009-4438-8290-c8b05fa00c4b","FileIngestionHybridOnboarding.Manage","Manage onboarding for a Hybrid Cloud tenant","Allows the app to manage onboarding for a Hybrid Cloud tenant, without a signed-in user."
"01d4889c-1287-42c6-ac1f-5d1e02578ef6","Files.Read.All","Read files in all site collections","Allows the app to read all files in all site collections without a signed in user."
"75359482-378d-4052-8f01-80520e7db3cd","Files.ReadWrite.All","Read and write files in all site collections","Allows the app to read, create, update and delete all files in all site collections without a signed in user."
"b47b160b-1054-4efd-9ca0-e2f614696086","Files.ReadWrite.AppFolder","Have full access to the application's folder without a signed in user.","Allows the app to read, create, update and delete files in the application's folder without a signed in user."
"bd61925e-3bf4-4d62-bc0b-06b06c96d95c","Files.SelectedOperations.Selected","Access selected Files without a signed in user.","Allow the application to access a subset of files without a signed in user.  The specific files and the permissions granted will be configured in SharePoint Online or OneDrive."
"40dc41bc-0f7e-42ff-89bd-d9516947e474","FileStorageContainer.Selected","Access selected file storage containers","Allows the application to utilize the file storage container platform to manage containers, without a signed-in user. The specific file storage containers and the permissions granted to them will be configured in Microsoft 365 by the developer of each container type."
"4f0a8235-6f6f-4ec7-9500-34b452a4a0c3","Group-Conversation.Read.All","Read all group conversations","Allows the app to read conversations of the groups this app has access to without a signed-in user."
"6679c91b-820a-4900-ab47-e97b197a89c4","Group-Conversation.ReadWrite.All","Read and write all group conversations","Allows the app to read and write conversations of the groups this app has access to without a signed-in user."
"bf7b1a76-6e77-406b-b258-bf5c7720e98f","Group.Create","Create groups","Allows the app to create groups without a signed-in user."
"5b567255-7703-4780-807c-7be8301ae99b","Group.Read.All","Read all groups","Allows the app to read group properties and memberships, and read conversations for all groups, without a signed-in user."
"62a82d76-70ea-41e2-9197-370581804d09","Group.ReadWrite.All","Read and write all groups","Allows the app to create groups, read all group properties and memberships, update group properties and memberships, and delete groups. Also allows the app to read and write conversations. All of these operations can be performed by the app without a signed-in user."
"98830695-27a2-44f7-8c18-0c3ebc9698f6","GroupMember.Read.All","Read all group memberships","Allows the app to read memberships and basic group properties for all groups without a signed-in user."
"dbaae8cf-10b5-4b86-a4a1-f871c94c6695","GroupMember.ReadWrite.All","Read and write all group memberships","Allows the app to list groups, read basic properties, read and update the membership of the groups this app has access to without a signed-in user. Group properties and owners cannot be updated and groups cannot be deleted."
"f3c4f514-c65a-43f5-bfce-1735872258dd","GroupSettings.Read.All","Read all group settings","Allows the app to read a list of tenant-level or group-specific group settings objects, without a signed-in user."
"546168c3-1183-4281-9491-fafb24dea37e","GroupSettings.ReadWrite.All","Read and write all group settings","Allows the app to create, read, update, and delete on the list of tenant-level or group-specific group settings objects, without a signed-in user."
"5183ed5d-b7f8-4e9a-915e-dafb46b9cb62","HealthMonitoringAlert.Read.All","Read all scenario health monitoring alert","Allows the app to read all scenario health monitoring alerts, without a signed-in user."
"ac29eb50-f2f9-4518-a117-4bef18e84c7d","HealthMonitoringAlert.ReadWrite.All","Read and write all scenario monitoring alerts","Allows the app to read and write all scenario monitoring alerts, without a signed-in user."
"bb424d73-e898-4c97-9d42-688c32810003","HealthMonitoringAlertConfig.Read.All","Read all scenario health monitoring alert configurations","Allows the app to read all scenario health monitoring alert configurations, without a signed-in user."
"432e76f0-8af6-4315-a853-66ab9538f480","HealthMonitoringAlertConfig.ReadWrite.All","Read and write all scenario monitoring alerts","Allows the app to read and write all scenario monitoring alerts, without a signed-in user."
"e321f0bb-e7f7-481e-bb28-e3b0b32d4bd0","IdentityProvider.Read.All","Read identity providers","Allows the app to read your organization’s identity (authentication) providers’ properties without a signed in user."
"90db2b9a-d928-4d33-a4dd-8442ae3d41e4","IdentityProvider.ReadWrite.All","Read and write identity providers","Allows the app to read and write your organization’s identity (authentication) providers’ properties without a signed in user."
"6e472fd1-ad78-48da-a0f0-97ab2c6b769e","IdentityRiskEvent.Read.All","Read all identity risk event information","Allows the app to read the identity risk event information for your organization without a signed in user."
"db06fb33-1953-4b7b-a2ac-f1e2c854f7ae","IdentityRiskEvent.ReadWrite.All","Read and write all risk detection information","Allows the app to read and update identity risk detection information for your organization without a signed-in user. Update operations include confirming risk event detections. "
"607c7344-0eed-41e5-823a-9695ebe1b7b0","IdentityRiskyServicePrincipal.Read.All","Read all identity risky service principal information","Allows the app to read all risky service principal information for your organization, without a signed-in user."
"cb8d6980-6bcb-4507-afec-ed6de3a2d798","IdentityRiskyServicePrincipal.ReadWrite.All","Read and write all identity risky service principal information","Allows the app to read and update identity risky service principal for your organization, without a signed-in user."
"dc5007c0-2d7d-4c42-879c-2dab87571379","IdentityRiskyUser.Read.All","Read all identity risky user information","Allows the app to read the identity risky user information for your organization without a signed in user."
"656f6061-f9fe-4807-9708-6a2e0934df76","IdentityRiskyUser.ReadWrite.All","Read and write all risky user information","Allows the app to read and update identity risky user information for your organization without a signed-in user.  Update operations include dismissing risky users."
"1b0c317f-dd31-4305-9932-259a8b6e8099","IdentityUserFlow.Read.All","Read all identity user flows","Allows the app to read your organization's user flows, without a signed-in user."
"65319a09-a2be-469d-8782-f6b07debf789","IdentityUserFlow.ReadWrite.All","Read and write all identity user flows","Allows the app to read or write your organization's user flows, without a signed-in user."
"7ab52c2f-a2ee-4d98-9ebc-725e3934aae2","IndustryData-DataConnector.Read.All","View data connector definitions","Allows the app to read data connectors without a signed-in user."
"eda0971c-482e-4345-b28f-69c309cb8a34","IndustryData-DataConnector.ReadWrite.All","Manage data connector definitions","Allows the app to read and write data connectors without a signed-in user."
"9334c44b-a7c6-4350-8036-6bf8e02b4c1f","IndustryData-DataConnector.Upload","Upload files to a data connector","Allows the app to upload data files to a data connector without a signed-in user."
"305f6ba2-049a-4b1b-88bb-fe7e08758a00","IndustryData-InboundFlow.Read.All","View inbound flow definitions","Allows the app to read inbound data flows without a signed-in user."
"e688c61f-d4c6-4d64-a197-3bcf6ba1d6ad","IndustryData-InboundFlow.ReadWrite.All","Manage inbound flow definitions","Allows the app to read and write inbound data flows without a signed-in user."
"61d0354c-5d88-483c-b974-a37ec3395a2c","IndustryData-OutboundFlow.Read.All","View outbound flow definitions","Allows the app to read outbound data flows without a signed-in user."
"24a65b4a-e501-47e2-8849-d679517887f0","IndustryData-OutboundFlow.ReadWrite.All","Manage outbound flow definitions","Allows the app to read and write outbound data flows without a signed-in user."
"6ee891c3-74a4-4148-8463-0c834375dfaf","IndustryData-ReferenceDefinition.Read.All","View reference definitions","Allows the app to read reference definitions without a signed-in user."
"bda16293-63d3-45b7-b16b-833841d27d56","IndustryData-ReferenceDefinition.ReadWrite.All","Manage reference definitions","Allows the app to read and write reference definitions without a signed-in user."
"f6f5d10b-3024-4d1d-b674-aae4df4a1a73","IndustryData-Run.Read.All","View current and previous runs","Allows the app to read current and previous IndustryData runs without a signed-in user."
"7e429772-5b5e-47c0-8fd6-7279294c8033","IndustryData-Run.Start","View and start runs","Allows the app to view and start IndustryData runs without a signed-in user."
"bc167a60-39fe-4865-8b44-78400fc6ed03","IndustryData-SourceSystem.Read.All","View source system definitions","Allows the app to read source system definitions without a signed-in user."
"7d866958-e06e-4dd6-91c6-a086b3f5cfeb","IndustryData-SourceSystem.ReadWrite.All","Manage source system definitions","Allows the app to read and write source system definitions without a signed-in user."
"7c55c952-b095-4c23-a522-022bce4cc1e3","IndustryData-TimePeriod.Read.All","Read time period definitions","Allows the app to read time period definitions without a signed-in user."
"7afa7744-a782-4a32-b8c2-e3db637e8de7","IndustryData-TimePeriod.ReadWrite.All","Manage time period definitions","Allows the app to read and write time period definitions without a signed-in user."
"4f5ac95f-62fd-472c-b60f-125d24ca0bc5","IndustryData.ReadBasic.All","View basic service and resource information","Allows the app to read basic service and resource information without a signed-in user."
"14f49b9f-4bf2-4d24-b80e-b27ec58409bd","InformationProtectionConfig.Read.All","Read all configurations for protecting organizational data applicable to users","Allows the app to read all configurations applicable to users for protecting organizational data, without a signed-in user."
"cbe6c7e4-09aa-4b8d-b3c3-2dbb59af4b54","InformationProtectionContent.Sign.All","Sign digests for data","Allows an app to sign digests for data without a signed-in user."
"287bd98c-e865-4e8c-bade-1a85523195b9","InformationProtectionContent.Write.All","Create protected content","Allows the app to create protected content without a signed-in user."
"19da66cb-0fb0-4390-b071-ebc76a349482","InformationProtectionPolicy.Read.All","Read all published labels and label policies for an organization.","Allows an app to read published sensitivity labels and label policy settings for the entire organization or a specific user, without a signed in user."
"34cbd96c-d824-4755-90d3-1008ef47efc1","Insights-UserMetric.Read.All","Read all user metrics insights","Allows an app to read all user metrics insights, such as daily and monthly active users, without a signed-in user."
"535e6066-2894-49ef-ab33-e2c6d064bb81","LearningAssignedCourse.Read.All","Read all assignments","Allows the app to read data for all assignments in the organization's directory, without a signed-in user."
"236c1cbd-1187-427f-b0f5-b1852454973b","LearningAssignedCourse.ReadWrite.All","Read and write all assignments","Allows the app to create, update, read and delete all assignments in the organization's directory, without a signed-in user."
"8740813e-d8aa-4204-860e-2a0f8f84dbc8","LearningContent.Read.All","Read all learning content","Allows the app to read all learning content in the organization's directory, without a signed-in user."
"444d6fcb-b738-41e5-b103-ac4f2a2628a3","LearningContent.ReadWrite.All","Manage all learning content","Allows the app to manage all learning content in the organization's directory, without a signed-in user."
"467524fc-ed22-4356-a910-af61191e3503","LearningSelfInitiatedCourse.Read.All","Read all self-initiated courses","Allows the app to read data for all self-initiated courses in the organization's directory, without a signed-in user."
"7654ed61-8965-4025-846a-0856ec02b5b0","LearningSelfInitiatedCourse.ReadWrite.All","Read and write all self-initiated courses","Allows the app to create, update, read and delete all self-initiated courses in the organization's directory, without a signed-in user."
"e2f98668-2877-4f38-a2f4-8202e0717aa1","LicenseAssignment.Read.All","Read all license assignments.","Allows an app to read license assignments for users and groups, without a signed-in user."
"5facf0c1-8979-4e95-abcf-ff3d079771c0","LicenseAssignment.ReadWrite.All","Manage all license assignments","Allows an app to manage license assignments for users and groups, without a signed-in user."
"2cb19e7d-9012-40bf-9a22-69fc776af8b0","LifecycleWorkflows-CustomExt.Read.All","Read all Lifecycle workflows custom task extensionss","Allows the app to read all Lifecycle workflows custom task extensions without a signed-in user."
"3351c766-bacc-4d93-94fa-f2c8b1986ee7","LifecycleWorkflows-CustomExt.ReadWrite.All","Read and write all Lifecycle workflows custom task extensions","Allows the app to create, update, list, read and delete all Lifecycle workflows custom task extensions without a signed-in user."
"fe615156-48b5-4c83-b613-e6e31a43c446","LifecycleWorkflows-Reports.Read.All","Read all Lifecycle workflows reports","Allows the app to read all Lifecycle workflows reports without a signed-in user."
"3a87a643-13d2-47aa-8d6a-b0a8377cb03b","LifecycleWorkflows-Workflow.Activate","Run workflows on-demand in Lifecycle workflows","Allows the app run workflows on-demand without a signed-in user."
"03b0ad3e-fc2b-4ef1-b0ff-252e865cb608","LifecycleWorkflows-Workflow.Read.All","Read all workflows in Lifecycle workflows","Allows the app to list and read all workflows and tasks without a signed-in user."
"021ea6db-c06b-45c6-8c9c-c1cd9a37a483","LifecycleWorkflows-Workflow.ReadBasic.All","List all workflows in Lifecycle workflows","Allows the app to list all workflows without a signed-in user."
"94c88098-1d9d-4c42-a356-4d5a95312554","LifecycleWorkflows-Workflow.ReadWrite.All","Read and write all workflows in Lifecycle workflows","Allows the app to create, update, list, read and delete all workflows and tasks in lifecycle workflows without a signed-in user."
"7c67316a-232a-4b84-be22-cea2c0906404","LifecycleWorkflows.Read.All","Read all lifecycle workflows resources","Allows the app to list and read all workflows, tasks and related lifecycle workflows resources without a signed-in user."
"5c505cf4-8424-4b8e-aa14-ee06e3bb23e3","LifecycleWorkflows.ReadWrite.All","Read and write all lifecycle workflows resources","Allows the app to create, update, list, read and delete all workflows, tasks and related lifecycle workflows resources without a signed-in user."
"de4e4161-a10a-4dfd-809c-e328d89aefeb","ListItems.SelectedOperations.Selected","Access selected ListItems without a signed in user.","Allow the application to access a subset of listitems without a signed in user.  The specific listitems and the permissions granted will be configured in SharePoint Online."
"23c5a9bd-d900-4ecf-be26-a0689755d9e5","Lists.SelectedOperations.Selected","Access selected Lists without a signed in user.","Allow the application to access a subset of lists without a signed in user.  The specific lists and the permissions granted will be configured in SharePoint Online."
"810c84a8-4a9e-49e6-bf7d-12d183f40d01","Mail.Read","Read mail in all mailboxes","Allows the app to read mail in all mailboxes without a signed-in user."
"6be147d2-ea4f-4b5a-a3fa-3eab6f3c140a","Mail.ReadBasic","Read basic mail in all mailboxes","Allows the app to read basic mail properties in all mailboxes without a signed-in user. Includes all properties except body, previewBody, attachments and any extended properties."
"693c5e45-0940-467d-9b8a-1022fb9d42ef","Mail.ReadBasic.All","Read basic mail in all mailboxes","Allows the app to read basic mail properties in all mailboxes without a signed-in user. Includes all properties except body, previewBody, attachments and any extended properties."
"e2a3a72e-5f79-4c64-b1b1-878b674786c9","Mail.ReadWrite","Read and write mail in all mailboxes","Allows the app to create, read, update, and delete mail in all mailboxes without a signed-in user. Does not include permission to send mail."
"b633e1c5-b582-4048-a93e-9f11b44c7e96","Mail.Send","Send mail as any user","Allows the app to send mail as any user without a signed-in user."
"99280d24-a782-4793-93cc-0888549957f6","MailboxFolder.Read.All","Read all the users' mailbox folders","Allows the app to read all the users' mailbox folders, without signed-in user."
"fef87b92-8391-4589-9da7-eb93dab7dc8a","MailboxFolder.ReadWrite.All","Read and write all the users' mailbox folders","Allows the app to read and write all the users' mailbox folders, without signed-in user."
"76577085-e73d-4f1d-b26a-85fb33892327","MailboxItem.ImportExport.All","Allows the app to perform backup and restore for all mailbox items","Allows the app to backup, restore, and modify all mailbox items without a signed-in user."
"7d9f353d-a7bd-4fbb-822a-26d5dd39a3ce","MailboxItem.Read.All","Read all the users' mailbox items","Allows the app to read all the users' mailbox items, without signed-in user."
"40f97065-369a-49f4-947c-6a255697ae91","MailboxSettings.Read","Read all user mailbox settings","Allows the app to read user's mailbox settings without a signed-in user. Does not include permission to send mail."
"6931bccd-447a-43d1-b442-00a195474933","MailboxSettings.ReadWrite","Read and write all user mailbox settings","Allows the app to create, read, update, and delete user's mailbox settings without a signed-in user. Does not include permission to send mail."
"658aa5d8-239f-45c4-aa12-864f4fc7e490","Member.Read.Hidden","Read all hidden memberships","Allows the app to read the memberships of hidden groups and administrative units without a signed-in user."
"4f994bc0-31bb-44bb-b480-7a7c1be8c02e","MultiTenantOrganization.Read.All","Read all multi-tenant organization details and tenants","Allows the app to read all multi-tenant organization details and tenants, without a signed-in user."
"f9c2b2a7-3895-4b2e-80f6-c924b456e50b","MultiTenantOrganization.ReadBasic.All","Read multi-tenant organization basic details and active tenants","Allows the app to read multi-tenant organization basic details and active tenants, without a signed-in user."
"920def01-ca61-4d2d-b3df-105b46046a70","MultiTenantOrganization.ReadWrite.All","Read and write all multi-tenant organization details and tenants","Allows the app to read and write all multi-tenant organization details and tenants, without a signed-in user."
"6daaff82-2880-496d-9d80-57e8e31195e2","MutualTlsOauthConfiguration.Read.All","Read all configurations used for mutual-TLS client authentication.","Allows the app to read configuration used for OAuth 2.0 mutual-TLS client authentication, without a signed-in user. This includes reading trusted certificate authorities."
"78bbf8cf-07d8-45ba-b0eb-1a7b48efbcf1","MutualTlsOauthConfiguration.ReadWrite.All","Read and write all configurations used for mutual-TLS client authentication.","Allows the app to read and update configuration used for OAuth 2.0 mutual-TLS client authentication, without a signed-in user. This includes reading and updating trusted certificate authorities."
"40049381-3cc1-42af-94ec-5ce755db4b0d","NetworkAccess-Reports.Read.All","Read all network access reports","Allows the app to read all network access reports without a signed-in user."
"e30060de-caa5-4331-99d3-6ac6c966a9a4","NetworkAccess.Read.All","Read all network access information","Allows the app to read all network access information and configuration settings without a signed-in user."
"b10642fc-a6cf-4c46-87f9-e1f96c2a18aa","NetworkAccess.ReadWrite.All","Read and write all network access information","Allows the app to read and write all network access information and configuration settings without a signed-in user."
"39ae4a24-1ef0-49e8-9d63-2a66f5c39edd","NetworkAccessBranch.Read.All","Read properties of all branches for network access","Allows the app to read your organization's network access branches, without a signed-in user."
"8137102d-ec16-4191-aaf8-7aeda8026183","NetworkAccessBranch.ReadWrite.All","Read and write properties of all branches for network access","Allows the app to read and write your organization's network access branches, without a signed-in user."
"8a3d36bf-cb46-4bcc-bec9-8d92829dab84","NetworkAccessPolicy.Read.All","Read all security and routing policies for network access","Allows the app to read your organization's network access policies, without a signed-in user."
"f0c341be-8348-4989-8e43-660324294538","NetworkAccessPolicy.ReadWrite.All","Read and write all security and routing policies for network access","Allows the app to read and write your organization's network access policies, without a signed-in user."
"3aeca27b-ee3a-4c2b-8ded-80376e2134a4","Notes.Read.All","Read all OneNote notebooks","Allows the app to read all the OneNote notebooks in your organization, without a signed-in user."
"0c458cef-11f3-48c2-a568-c66751c238c0","Notes.ReadWrite.All","Read and write all OneNote notebooks","Allows the app to read all the OneNote notebooks in your organization, without a signed-in user."
"c0cf7895-985f-42d4-a693-b618f36674ad","OnlineMeetingAiInsight.Read.All","Read all AI Insights for online meetings.","Allows the app to read all AI Insights for all online meetings, without a signed-in user."
"01892c31-3b66-4bcf-b5f5-bf0a03d5ed9f","OnlineMeetingAiInsight.Read.Chat","Read all AI Insights for online meetings where the Teams application is installed.","Allows the teams-app to read all aiInsights for online meetings where the Teams-app is installed, without a signed-in user."
"df01ed3b-eb61-4eca-9965-6b3d789751b2","OnlineMeetingArtifact.Read.All","Read online meeting artifacts","Allows the app to read online meeting artifacts in your organization, without a signed-in user."
"a4a08342-c95d-476b-b943-97e100569c8d","OnlineMeetingRecording.Read.All","Read all recordings of online meetings.","Allows the app to read all recordings of all online meetings, without a signed-in user."
"c1684f21-1984-47fa-9d61-2dc8c296bb70","OnlineMeetings.Read.All","Read online meeting details","Allows the app to read online meeting details in your organization, without a signed-in user."
"b8bb2037-6e08-44ac-a4ea-4674e010e2a4","OnlineMeetings.ReadWrite.All","Read and create online meetings","Allows the app to read and create online meetings as an application in your organization."
"a4a80d8d-d283-4bd8-8504-555ec3870630","OnlineMeetingTranscript.Read.All","Read all transcripts of online meetings.","Allows the app to read all transcripts of all online meetings, without a signed-in user."
"bb70e231-92dc-4729-aff5-697b3f04be95","OnPremDirectorySynchronization.Read.All","Read all on-premises directory synchronization information","Allows the app to read all on-premises directory synchronization information for the organization, without a signed-in user."
"c22a92cc-79bf-4bb1-8b6c-e0a05d3d80ce","OnPremDirectorySynchronization.ReadWrite.All","Read and write all on-premises directory synchronization information","Allows the app to read and write all on-premises directory synchronization information for the organization, without a signed-in user."
"0b57845e-aa49-4e6f-8109-ce654fffa618","OnPremisesPublishingProfiles.ReadWrite.All","Manage on-premises published resources","Allows the app to create, view, update and delete on-premises published resources, on-premises agents and agent groups, as part of a hybrid identity configuration, without a signed in user."
"498476ce-e0fe-48b0-b801-37ba7e2685c6","Organization.Read.All","Read organization information","Allows the app to read the organization and related resources, without a signed-in user. Related resources include things like subscribed skus and tenant branding information."
"292d869f-3427-49a8-9dab-8c70152b74e9","Organization.ReadWrite.All","Read and write organization information","Allows the app to read and write the organization and related resources, without a signed-in user. Related resources include things like subscribed skus and tenant branding information."
"eb76ac34-0d62-4454-b97c-185e4250dc20","OrganizationalBranding.Read.All","Read organizational branding information","Allows the app to read the organizational branding information, without a signed-in user."
"d2ebfbc1-a5f8-424b-83a6-56ab5927a73c","OrganizationalBranding.ReadWrite.All","Read and write organizational branding information","Allows the app to read and write the organizational branding information, without a signed-in user."
"e1a88a34-94c4-4418-be12-c87b00e26bea","OrgContact.Read.All","Read organizational contacts","Allows the app to read all organizational contacts without a signed-in user.  These contacts are managed by the organization and are different from a user's personal contacts."
"56c84fa9-ea1f-4a15-90f2-90ef41ece2c9","OrgSettings-AppsAndServices.Read.All","Read organization-wide apps and services settings","Allows the app to read organization-wide apps and services settings, without a signed-in user."
